@relation 'well_data2-weka.filters.unsupervised.attribute.Remove-R1,5-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.StringToNominal-R7,8-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R12-15-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R33-weka.filters.unsupervised.attribute.Remove-R30,32'

@attribute Subarea {B,A,C,E,D,F}
@attribute County {MIDLAND,UPTON,REAGAN,GLASSCOCK}
@attribute Completion.Year numeric
@attribute Surface.Latitude numeric
@attribute Surface.Longitude numeric
@attribute WB.Spacing.Proxy {160,80,'Over 160',40,20,'Sub 20'}
@attribute SPBY.Spacing.Proxy {40,80,20,160,'Sub 20','Over 160'}
@attribute Deepest_Zone {WFMP,STRAWN,ATOKA,SPBR_L,WOOD,SIL_DEV,MISS,FUSS}
@attribute Top_Zone {WFMP,SPBR_U,CLFK,SPBR_L,STRAWN}
@attribute Frac.Stages numeric
@attribute Proppant...Total..lbs. numeric
@attribute Fluid...Total..lbs. numeric
@attribute CLFK..KHW. numeric
@attribute U_SPBR..KHW. numeric
@attribute L_SPBR..KHW. numeric
@attribute WFMP..KHW. numeric
@attribute WFMP_L..KHW. numeric
@attribute WFMP_ATB..KH numeric
@attribute CLINE..KHW. numeric
@attribute STRN..KHW. numeric
@attribute ATOK..KHW. numeric
@attribute BEND..KHW. numeric
@attribute ATOKA_L..KHW numeric
@attribute MPLM..KHW. numeric
@attribute WDFD..KHW. numeric
@attribute DVNN..KHW. numeric
@attribute Number numeric
@attribute Depth.Top numeric
@attribute Depth.Base numeric
@attribute Fluid.Type {A,W,X-LINKGEL,GEL,FLUD,F,WTR,G,O,FRAC,SLKW}
@attribute Propping.Agent.Type {undefined,SAND,CER,SANDCER,RCSD,SANDRCSD}
@attribute Injection.Rate numeric
@attribute Additive {HCL,GELA,SCIN,XLNK,FECL,SFAC,WGEL,WPLY,PFCL,FRDC,NEFE,GLST,KCL,CACL,BIOC,ACET,BRKR,ACIN,CRIN,NECL}
@attribute Mesh.Size {20/40,'20/40 & 16/3',16/30,20/20,30/70,'20 /40',40/70,20/04,30/50,18/40,20/50,MIXED}
@attribute EUR_o..Mstb. numeric

@data
B,UPTON,2011,31.51022,-101.98036,20,80,ATOKA,SPBR_U,3,900116,769468,6586.81,7454.18,8046.99,8984,9333.75,9590,10440.22,10741.43,10637.44,10820.74,10949.96,11284.42,11349.4,11436.93,6,9122,10680,X-LINKGEL,SAND,?,GELA,?,80.628
F,GLASSCOCK,2011,31.73672,-101.43366,80,'Over 160',ATOKA,SPBR_L,8,650000,22000,4473.01,5749.4,6246.53,7433.07,7764.61,8043.04,9199.41,9527.53,9611.22,9709.08,9903.54,9850.41,9994.79,10062.1,16,9607,9741,?,SAND,?,?,?,9.968
B,UPTON,2011,31.57593,-102.07363,160,80,WFMP,SPBR_U,1,708500,1101114,6816,7642,8276,9148,9453,9720,10342,10620,10779.2,10900.95,11210.37,11628.33,11777.32,11884.33,1,7860,10450,FLUD,SAND,?,?,?,80.024
D,GLASSCOCK,2011,31.81348,-101.57206,80,'Over 160',MISS,WFMP,1,884922,1013334,5598.95,6254.5,6769.11,7830.54,8246.72,8607.64,9615.4,9899.02,10019.32,10147.23,10219.29,10329.51,10458.39,10496.97,1,7978,10372,FLUD,SAND,?,?,?,95.452
B,UPTON,2011,31.52599,-102.04404,40,40,STRAWN,CLFK,8,1609663,754313,6799.44,7681.4,8265.56,9244.32,9507.72,9781.74,10474.74,10758.62,10897.45,10946.29,11237.77,11496.76,11622.88,11721.46,9,7371,10799,A,undefined,?,HCL,?,76.244
D,GLASSCOCK,2011,31.76037,-101.60834,40,'Over 160',SIL_DEV,SPBR_U,8,873000,816000,5435,6445,7001,8057,8340,8880.57,9747,10047,10182,10281.13,10353.65,10506.5,10634,10679,16,10510,10709,FLUD,SAND,?,BIOC,20/40,30.524
D,GLASSCOCK,2011,31.7623,-101.60013,80,'Over 160',ATOKA,SPBR_U,7,862000,748000,5385,6397,6972,8025,8324,8836.5,9738,10047,10178,10261.05,10336.85,10495.52,10630,10679,14,10046,10301,FLUD,SAND,?,BIOC,20/40,27.412
D,GLASSCOCK,2011,31.75537,-101.59803,80,'Over 160',ATOKA,SPBR_U,7,843000,747000,5348,6435,6965,8024,8299,8838.91,9729,10032,10145,10260.7,10344,10480.28,10573.32,10612.81,14,10051,10271,FLUD,SAND,?,BIOC,20/40,31.096
A,MIDLAND,2011,31.84246,-102.14601,80,80,ATOKA,SPBR_U,1,682000,1033494,6978.74,7791.84,8359.29,9204.75,9549.27,9668.6,9968.75,10181.28,10380.3,10509.46,10851.22,11267.08,11492.07,11589.06,1,7975,10710,GEL,SAND,?,?,?,123.642793
C,MIDLAND,2011,31.79941,-101.95801,40,160,WFMP,SPBR_L,3,1127263,969365,6558,7444,8017,9028,9369,9753.42,10358,10623.12,10784.64,10851.39,11036.77,11396.84,11666.12,11749.9,6,9204,10364,X-LINKGEL,SAND,?,XLNK,?,52.44
A,MIDLAND,2011,31.81433,-102.21871,80,'Over 160',WFMP,SPBR_L,1,698959,1080156,7168.72,7973.47,8501.46,9282.26,9741.9,9939.05,10209.55,10584.74,10789.37,10926,11143.56,11973.92,12143.67,12262.07,1,8666,10424,FLUD,SAND,?,?,?,73.483656
F,REAGAN,2011,31.64534,-101.51921,80,80,ATOKA,SPBR_L,1,717166,864696,5220.33,6152.89,6725.51,7781,8092.93,8413.69,9533.32,9914.64,10028.13,10118.25,10092.67,10367.38,10455.76,10497.84,2,7340,10159,FLUD,SAND,?,GELA,?,55.38
B,UPTON,2011,31.57578,-102.11831,'Over 160',40,ATOKA,SPBR_U,1,765300,1231188,6876.35,7709.41,8286.82,9133.51,9463.54,9701.18,10209.08,10450.56,10626.03,10765.18,11179.03,11604.81,11763.42,11871.29,1,8035,10980,GEL,SAND,?,?,?,56.956
D,GLASSCOCK,2011,31.83123,-101.72503,?,?,ATOKA,SPBR_L,1,1556800,1041852,5885.92,6833.8,7370.81,8358.45,8683.29,8838.91,9890.92,10197.62,10320.11,10407.52,10502.65,10723.93,10861.97,10943.54,1,7436,10596,FLUD,SAND,?,?,?,57.424
D,GLASSCOCK,2011,31.97724,-101.69533,80,160,STRAWN,SPBR_U,4,2904943,1622730,5603.14,6523.41,7003.79,8019.19,8383.79,8686.01,9605.22,9968.85,10100.91,10169.95,10185.66,10392.56,10617.69,10663.27,8,9977,10030,GEL,SAND,?,XLNK,30/50,19.164
D,GLASSCOCK,2011,31.74802,-101.59546,80,'Over 160',ATOKA,SPBR_L,7,733000,636000,5696.16,6386.89,6938.92,8002.74,8272.97,8840.97,9697.95,9995.88,10124.69,10242.7,10324.35,10427.94,10562.47,10604.77,14,10078,10325,FLUD,SAND,?,BIOC,20/40,29.132
F,GLASSCOCK,2011,31.66599,-101.4159,160,'Over 160',WFMP,SPBR_U,7,851500,539500,4160.27,5874.82,6402.64,7508.85,7825.13,8116.95,9224.39,9571.95,9676.07,?,9913.88,9919.97,9983.65,10034.37,14,9248,9531,FLUD,SAND,?,SFAC,20/40,26.516
A,MIDLAND,2011,31.82752,-102.1777,80,80,ATOKA,SPBR_U,1,978500,1523424,7105.16,7942.71,8495.11,9313.41,9686.04,9833.69,10160.58,10432.23,10654.37,10792.52,11093.87,11592.43,11847.28,11949.54,1,8130,11130,GEL,SAND,?,?,?,71.078592
B,MIDLAND,2011,31.6993,-101.94911,80,40,ATOKA,SPBR_L,15,613084,804672,6658.23,7548.6,8187.04,9118.97,9470.5,9923.92,10408.31,10820.29,10987.14,10969.32,11206.06,11903.07,12022.65,12080.06,15,11520,11600,GEL,SAND,?,GELA,20/40,0.292
B,UPTON,2011,31.64832,-102.13273,160,'Sub 20',ATOKA,WFMP,1,501200,988410,6814.37,7603.47,8159.98,9001.6,9326.22,9683.91,9930,10062.41,10191.39,10256.56,10631.6,11074.67,11219.59,11316.43,1,9285,10615,GEL,SAND,?,?,?,39.584
F,GLASSCOCK,2011,31.65419,-101.4212,40,'Over 160',WFMP,SPBR_L,6,762000,502500,4284.21,5886.52,6426.62,7519.69,7826.64,8152.37,9235.23,9588.45,9686.24,?,9916.93,9936.98,10015.63,10063.54,12,9330,9521,FLUD,SAND,?,BIOC,20/40,32.736
A,MIDLAND,2011,31.83423,-102.19834,80,80,WFMP,SPBR_L,1,805680,1157520,7171.35,8000.33,8578.03,9384.1,9723.42,9948.65,10147.36,10524.71,10740.89,10880.59,11193.72,11734.91,12038.61,12138.25,1,8693,10386,FLUD,SAND,?,?,?,43.248
F,GLASSCOCK,2011,31.72321,-101.52211,40,80,SIL_DEV,SPBR_L,1,866438,940044,5210.58,6120.48,6647.89,7752.96,8088.94,8342.24,9458.48,9828.59,9919.46,10030.15,10090.21,10235.64,10341.15,10379.31,2,7050,10448,FLUD,SAND,?,GELA,?,109.128
F,GLASSCOCK,2011,31.71565,-101.48907,80,'Over 160',ATOKA,SPBR_L,7,827000,601000,5036.59,6012,6536,7661,7912,8222.18,9379,9759,9857,9960.49,9971.79,10102.91,10245.23,10323.46,14,9790,9891,FLUD,SAND,?,BRKR,20/40,25.352572
A,MIDLAND,2011,31.7301,-102.09704,40,40,ATOKA,WFMP,12,844910,756582,6921.47,7809.85,8373.31,9271.97,9567.99,9872.15,10240.85,10380.01,10580.04,10738.26,10982.53,11681.66,11889.58,11988.19,12,10928,10950,X-LINKGEL,SAND,?,?,20/40,11.188
B,UPTON,2011,31.51934,-101.99197,40,80,WFMP,SPBR_U,3,1310274,1126976,6627,7517,8105,9099,9405,9738.09,10466.87,10758.12,10704.2,10774.69,10984.06,11372.11,11435.35,11526.05,6,9187,10482,X-LINKGEL,SAND,?,BIOC,?,63.927737
C,MIDLAND,2011,31.93642,-101.85482,80,80,WFMP,SPBR_U,3,600924,942246,6250,7191,7746,8738,9001,9352,10024,10322,10443.68,10467.43,10561.78,10943.17,11139.56,11225.17,6,8903,10247,GEL,SAND,?,GELA,?,72.232
A,MIDLAND,2011,31.85225,-102.1671,40,40,ATOKA,SPBR_U,1,956000,1533924,6971.86,7781.23,8351.71,9148.24,9490.38,9537.67,9830.31,10062.68,10261.43,10395.96,10576.63,11204.03,11497.22,11594.62,1,7965,10800,GEL,SAND,?,GELA,?,68.68
A,MIDLAND,2011,31.8464,-102.193,80,40,ATOKA,SPBR_U,1,735000,1042944,7109.7,7960.47,8527.82,9316.03,9646.12,9859.04,10153.34,10461.97,10672.92,10810.98,11152.61,11595.47,11946.78,12038.72,1,8155,11045,GEL,SAND,?,?,?,36.508
D,GLASSCOCK,2011,31.77637,-101.5826,80,160,SIL_DEV,SPBR_L,1,1207360,915348,5507.23,6332.08,6857.21,7912.54,8245.86,8485.38,9644.87,9947.46,10077.75,10193.28,10261.17,10383.5,10508.96,10554.35,1,6918,11044,FLUD,SAND,?,?,?,43.246594
B,UPTON,2011,31.52864,-102.111,80,'Over 160',ATOKA,SPBR_U,1,822000,1275166.184,6917.67,7757.85,8352.47,9163.45,9536.85,9773.22,10302.2,10575.36,10740.13,10859.74,11242.19,11634.89,11909.41,12010.19,1,7950,11010,FLUD,SAND,?,?,?,58.696
A,MIDLAND,2011,31.83699,-102.18537,80,80,ATOKA,SPBR_U,1,849973,1421574,7146,7983.05,8564.25,9369.24,9724.52,9878.88,10240.27,10539.52,10756.01,10947.64,11217.96,11534.75,11877.14,11973.75,1,8170,11120,GEL,SAND,?,?,?,49.24
A,MIDLAND,2011,31.81792,-102.17023,80,160,ATOKA,SPBR_U,1,978500,1524138,7103.47,7936.45,8494,9325.96,9733.86,9913.93,10192.27,10456.57,10686.63,10839.77,11073.8,11686.81,11938.14,12051.32,1,8140,11180,GEL,SAND,?,?,?,55.997849
F,GLASSCOCK,2011,31.71955,-101.47231,160,'Over 160',ATOKA,SPBR_L,7,885000,757000,4910.32,5982,6513.54,7609.52,7881,8221.85,9373.23,9722,9802,9903.98,9967.57,10067.59,10237.99,10317.37,14,9496,9793,FLUD,SAND,?,BIOC,20/40,24.084
D,GLASSCOCK,2011,31.98601,-101.68949,160,'Over 160',ATOKA,SPBR_L,8,612000,26040,5605.85,6518.94,7002.98,7980.28,8282.77,8708.23,9593.51,9935.63,10053.75,10156.45,10172.05,10365.08,10611.46,10665.65,16,9937,10136,?,SAND,?,?,?,46.9
D,GLASSCOCK,2011,31.95466,-101.74615,20,40,SIL_DEV,WFMP,9,767118,682782,5693.16,6819.53,7350.54,8326.26,8599.65,8976.26,9799.28,10163.45,10254.05,10265.38,10287.39,10609.33,10794.95,10846.85,9,10866,10928,GEL,RCSD,?,GELA,20/40,20.088
D,GLASSCOCK,2011,31.91226,-101.74536,80,40,STRAWN,SPBR_U,4,1494110,1360358,5657,6773,7342,8311,8546,8788,9772,10089,10235,10292.05,10324.75,10619.74,10804.79,10822.94,8,10070,10182,X-LINKGEL,SAND,?,GELA,30/50,73.544
F,GLASSCOCK,2011,31.69898,-101.61162,80,40,WOOD,SPBR_U,1,140000,?,5735.94,6499.91,7049.53,8085.43,8356.37,8747.51,9779.69,10082.12,10217.02,10316.37,10458.96,10591.21,10740.44,10804.31,1,6528,10766,?,SAND,?,?,20/50,5.964765
B,UPTON,2011,31.50499,-101.98273,40,80,ATOKA,SPBR_U,3,1131351,1061158,6579.62,7446.93,8057.79,8975.1,9321.96,9577.81,10429.78,10712.27,10634.17,10860.3,10946.81,11267.05,11335.64,11422.15,6,9084,10661,GEL,SAND,?,BIOC,?,60.272
B,UPTON,2011,31.56236,-102.08232,80,40,WFMP,SPBR_U,1,852500,1230700.816,6834,7670,8294,9137,9469,9737,10347,10589,10772.75,10914.5,11210.6,11635.86,11804.36,11907.68,1,7870,10420,FLUD,SAND,?,?,?,91.812
B,UPTON,2011,31.52658,-102.11949,40,'Over 160',ATOKA,SPBR_U,1,927500,1509127.266,6937.09,7782.8,8367.24,9156.97,9545.7,9818.04,10267.09,10534.98,10693.05,10813.82,11245.71,11632.61,11891.14,11995.62,1,7960,11020,FLUD,SAND,?,?,?,25.588
B,UPTON,2011,31.54288,-102.11507,40,160,WFMP,SPBR_U,1,838380,1165080,6901,7750,8363,9127,9520,9769,10297,10525,10701.55,10832.42,11194.14,11643.38,11842.04,11943.88,1,7862,10376,FLUD,SAND,?,?,?,97.424
F,GLASSCOCK,2011,31.68975,-101.44101,40,'Over 160',ATOKA,SPBR_L,7,800000,645000,4546.14,5967.92,6487.25,7587.58,7904.86,8180.87,9268.26,9622.4,9715.16,?,9971.51,9936.9,10096.27,10181.67,14,9750,9805,FLUD,SAND,?,BRKR,20/40,41.336604
F,REAGAN,2011,31.54109,-101.39595,40,40,WFMP,SPBR_U,1,?,?,4107.52,5652.45,6202.42,7259.39,7518.33,?,9125.3,9470.75,9555.25,?,9710.47,9760.04,9875.4,9906.18,1,5696,8136,A,undefined,?,HCL,?,35.624
D,GLASSCOCK,2011,31.80579,-101.59201,40,'Over 160',MISS,WFMP,1,930100,893970,5585.52,6302.97,6842.1,7936.53,8383.89,8769.31,9648.55,9950.31,10077.05,10218.77,10306.5,10396.76,10540.55,10582.1,1,7977,10524,FLUD,SAND,?,?,?,60.20299
F,GLASSCOCK,2011,31.72597,-101.44786,40,'Over 160',ATOKA,SPBR_U,7,552400,20580,4622.69,5887.41,6423.47,7550.21,7995.71,8157.23,9290.15,9646.14,9729.07,9813.92,9953.26,9937.46,10095.47,10186.54,15,9556,9784,?,SAND,?,?,20/40,29.636
B,UPTON,2011,31.51268,-101.99773,40,160,ATOKA,SPBR_U,2,1116006,870612,6650,7525.63,8138.16,9060.59,9384.51,9718.42,10467.79,10775.87,10702.12,10789.66,10968.58,11354.13,11416.44,11505.52,4,9216,10690,GEL,SAND,?,FECL,?,57.116
D,GLASSCOCK,2011,31.92965,-101.70684,80,160,MISS,WFMP,10,866588,650545,5798.15,6601.77,7111.29,8112.33,8473.72,8807.89,9676.16,10004.2,10141.67,10204.71,10239.04,10466.97,10658.17,10708.94,11,10584,10628,A,undefined,?,ACET,?,153.18
B,UPTON,2011,31.52614,-102.10577,40,'Over 160',ATOKA,SPBR_U,1,829171,1223460,6877,7723,8383,9136,9494,9751,10318.71,10551.92,10717.34,10880.04,11254.15,11637.4,11929.32,12027.3,1,7930,11220,FLUD,SAND,?,?,?,98.632189
F,GLASSCOCK,2011,31.72296,-101.55754,40,160,ATOKA,SPBR_U,8,823000,667500,5381.54,6298.49,6848.47,7928.57,8213.51,8511.08,9653.6,9973.38,10114.22,10156.24,10304.2,10466.75,10571.57,10608.1,15,9993,10198,FLUD,SAND,?,BRKR,20/40,41.792
B,UPTON,2011,31.50716,-102.1214,40,'Over 160',WFMP,SPBR_U,1,508000,587906,6928.05,7748.06,8338.24,9133.83,9506.19,9774.26,10292.47,10536.41,10687.71,10884.4,11263.6,11564.16,11873.37,11977.08,1,7970,10220,FLUD,SAND,?,?,?,28.628
F,GLASSCOCK,2011,31.69677,-101.44318,40,'Over 160',ATOKA,SPBR_L,7,785500,571500,4552.42,5951.56,6482.37,7601.02,7878.08,8174.65,9292.7,9686.55,9795.25,?,9978.46,9963.78,10099.05,10186.76,14,9704,9769,FLUD,SAND,?,BIOC,20/40,29.810651
A,MIDLAND,2011,31.7607,-102.20104,40,160,WFMP,SPBR_U,3,1312915,975840,7218.74,8037.28,8553.67,9361.39,9761.14,10054.61,10177.85,10571.53,10714.66,10641.5,10715.29,11208.02,11460.47,11577.03,6,9528,10255,X-LINKGEL,SAND,?,GELA,20/40,90.7
B,UPTON,2011,31.51414,-102.0153,80,80,STRAWN,SPBR_U,3,1133771,875218,6701,7573,8168,9103,9449,9768,10460.24,10751.49,10741.59,10710.27,10967.63,11386.72,11458.47,11551.61,6,9244,10630,X-LINKGEL,SAND,?,BIOC,?,55.292
D,GLASSCOCK,2011,31.96436,-101.70016,40,80,ATOKA,WFMP,1,253700,10381990,5617.04,6574.62,7071.04,8082.39,8452.99,8777.04,9639.54,9998.67,10098.27,10175.38,10193.21,10415.6,10640.27,10689.17,2,8629,10150,X-LINKGEL,SAND,?,XLNK,30/50,46.308
C,MIDLAND,2011,31.84301,-101.93189,40,40,STRAWN,SPBR_L,4,1251542,1166157,6501,7266,7842,8744,9133,9649.25,10136,10401,10550.88,10598.88,10786.67,11063.48,11364.49,11457.34,7,10419,10546,X-LINKGEL,SAND,?,GELA,20/40,44.324
F,GLASSCOCK,2011,31.73061,-101.42734,80,'Over 160',ATOKA,SPBR_L,8,663000,24066,4417.18,5773.34,6275.99,7441.57,7734.68,8064.19,9201.01,9522.56,9624.85,9735.62,9898.19,9854.3,9983.59,10051,16,9678,9816,?,SAND,?,?,?,28.784
B,UPTON,2011,31.523,-101.95416,20,80,ATOKA,SPBR_U,3,1209728,1013678,6541.36,7417.14,8059.78,8969.4,9308.68,9489.42,10449.68,10743.46,10600.16,10657.85,10902,11311.41,11382.45,11471.59,6,9130,10668,GEL,SAND,?,GELA,?,47.424
B,UPTON,2011,31.50704,-102.05935,40,80,?,?,1,996212,1563240,6794.25,7645.88,8272.73,9169.98,9478.22,9786.31,10476.62,10763.46,10926.91,11097.78,11455.14,11459.01,11598,11689.54,1,7850,11350,FLUD,SAND,?,?,?,41.064
A,MIDLAND,2011,31.84726,-102.04626,40,40,WFMP,SPBR_U,1,500000,545500,6911.64,7776.43,8346.78,9310.21,9636.92,9979.81,10406.77,10675.9,10914.6,10947.77,11228.07,11702.57,11893.72,12003.23,3,7952,10030,W,SAND,?,GELA,?,34.888
F,REAGAN,2011,31.50161,-101.45585,40,40,WFMP,SPBR_U,1,?,?,4264.3,5769.87,6320.31,7352.86,7604.12,?,9271.73,9618.98,9710,?,9734.71,9950.17,10085.45,10118.89,2,5808,8252,FLUD,SAND,?,BIOC,?,94.36
F,GLASSCOCK,2011,31.69103,-101.59466,80,80,WOOD,SPBR_U,1,128790,1318758,5541.22,6401.65,6963.3,8009.4,8291.97,8623.66,9699.61,10013.49,10159.9,10277.21,10329.92,10522.14,10652.01,10710.09,1,6440,10692,FLUD,SAND,?,?,20/40,1.219312
A,MIDLAND,2011,31.71924,-102.09364,40,80,ATOKA,WFMP,12,450707,721350,6889.58,7766.31,8318.48,9216.62,9561.71,9948.06,10254.11,10394.18,10563.58,10710.3,10917.51,11694.31,11900.43,11997.04,12,10830,10870,GEL,SAND,?,GELA,20/40,21.736
B,UPTON,2011,31.56336,-102.10938,160,80,WFMP,SPBR_U,1,732500,1141690.184,6884,7734,8329,9166,9485,9729,10256.9,10524,10672.94,10817.63,11210.54,11635.29,11788.15,11894.71,1,7870,10370,FLUD,SAND,?,?,?,59.452
B,UPTON,2011,31.53259,-102.09487,80,'Sub 20',ATOKA,SPBR_U,1,993500,1534806,6865.86,7718.7,8324.95,9171.83,9517.94,9750.38,10381.67,10676.41,10817.78,10926.31,11203.42,11635.69,11897.49,11991.25,1,7910,11222,FLUD,SAND,?,?,?,164.402811
D,GLASSCOCK,2011,31.75049,-101.60108,80,'Over 160',WFMP,CLFK,8,811000,490000,5387,6392,6974,8028,8299,8887,9724,10008,10142,10272.41,10355.94,10444.98,10552,10586,16,9596,9918,FLUD,SAND,?,BRKR,20/40,21.352
F,GLASSCOCK,2011,31.68876,-101.4452,40,'Over 160',ATOKA,SPBR_L,6,637000,452000,4611.86,5961.24,6490.24,7596.61,7947.08,8188.05,9285.08,9646.72,9744.24,?,9972.23,9957.01,10140.18,10205.84,12,9506,9763,FLUD,SAND,?,BIOC,20/40,22.844
D,GLASSCOCK,2011,31.86062,-101.7288,40,40,ATOKA,WFMP,1,623671,735000,6144.68,6821.63,7387.33,8366.46,8712.3,8803.7,9893.84,10194.38,10299.97,10373.12,10455.82,10651.06,10796.65,10880.97,1,8600,10610,FLUD,SAND,?,?,?,185.44
D,GLASSCOCK,2011,31.93998,-101.74156,40,80,WOOD,WFMP,11,685031,656040,5766.01,6759.9,7311.26,8289.58,8544.86,8921.93,9776.18,10113.15,10249.49,10264.8,10287.4,10603.07,10765.97,10812.22,11,10640,10780,GEL,SAND,?,GELA,20/40,44.108
B,MIDLAND,2011,31.6767,-102.04877,40,40,WOOD,WFMP,1,841390,1049370,6873.52,7752.43,8309.03,9248.08,9629.87,9968.8,10433.8,10767.93,10981.65,10928.82,11149.92,11954.66,12108.84,12187.19,1,9312,12128,FLUD,SAND,?,?,20/40,33.984
F,GLASSCOCK,2011,31.71173,-101.44339,80,160,ATOKA,SPBR_U,8,703000,1008,4551.19,5917.28,6434.59,7538.79,7941.16,8153.52,9261.4,9605.71,9715.79,9815.06,9930.56,9927.75,10065.62,10159.62,9,9584,9774,?,SAND,?,?,?,29.444
F,GLASSCOCK,2011,31.7026,-101.59822,80,40,ATOKA,SPBR_U,1,125000,151200,5596.11,6427.14,6967.2,8011.98,8297.16,8632.09,9688.46,10012.59,10152.7,10278.2,10350.75,10513.18,10639.88,10699.44,2,6484,10450,?,SAND,?,?,20/50,3.425742
A,MIDLAND,2011,31.8189,-102.2109,40,'Over 160',WFMP,SPBR_L,1,855350,1209306,7192.08,7997.75,8557.21,9335.93,9753.67,9923.77,10205.83,10596.04,10811.95,10928.42,11185.54,11900.97,12115.06,12227.96,1,8690,10436,FLUD,SAND,?,?,?,99.244
B,UPTON,2011,31.63012,-102.13071,80,20,ATOKA,WFMP,1,498353,944454,6834.04,7588.22,8207.11,9064.29,9381.56,9777.07,9964.46,10214.23,10362.23,10399.84,10759.84,11251.26,11380.51,11485.34,1,9290,10720,GEL,SAND,?,?,?,93.704
D,GLASSCOCK,2011,31.98844,-101.65041,160,160,STRAWN,SPBR_U,4,1452522,1291704,5064,6180,6719,7683,8012,8281,9525,9852,9987,?,10118.55,10258.04,10507.39,10571.43,5,6314,9918,A,undefined,?,HCL,?,51.348
D,GLASSCOCK,2011,31.97763,-101.71255,80,160,STRAWN,SPBR_U,4,1525120,1306628,5495,6634,7142,8147,8407,8643,9713,10024,10154,10205.17,10221.04,10458.86,10675.22,10720.07,8,10033,10103,GEL,SAND,?,ACIN,20/40,29.219414
D,GLASSCOCK,2011,31.85591,-101.71452,160,80,STRAWN,SPBR_U,4,1302146,1225372,6187.08,6888.59,7447.44,8420.44,8853.92,8799.94,9943.06,10236.2,10340.43,10432.77,10518.08,10682.04,10833.68,10911.36,8,10242,10276,X-LINKGEL,SAND,?,BIOC,30/50,74.448
D,GLASSCOCK,2011,31.95678,-101.70281,40,'Over 160',ATOKA,SPBR_U,3,1513148,1317458,5406,6552,7059,8093,8329,8599,9667,9985,10144,10157.72,10177.76,10414.32,10638.4,10688.94,6,8300,10092,X-LINKGEL,SAND,?,GELA,?,107.047032
B,MIDLAND,2011,31.65171,-102.05837,160,40,ATOKA,CLFK,1,100000,116760,6865.17,7742.03,8314.44,9251.86,9556.71,9946.07,10461.64,10722.45,10888.56,10875.24,11100.32,11836.41,11979.88,12074.98,2,7690,11409,GEL,SAND,?,GELA,20/40,45.42
F,GLASSCOCK,2011,31.68065,-101.43381,40,'Over 160',ATOKA,SPBR_U,7,888000,557000,4416.81,5937.96,6456.8,7541.58,7902.22,8147.21,9211.24,9572.71,9669.83,?,9909.05,9993.28,10020.67,10112.44,14,9360,9655,FLUD,SAND,?,BRKR,20/40,44.064
A,MIDLAND,2011,31.87898,-102.01972,40,'Sub 20',STRAWN,SPBR_U,4,1411688,1307592,6830.66,7709.64,8272.85,9267.92,9627.56,9937.57,10333.47,10665.88,10840.91,10907.15,11145.5,11645.98,11845.02,11947.15,8,10658,10766,X-LINKGEL,SAND,?,GELA,20/40,73.992
D,GLASSCOCK,2011,31.73728,-101.59195,40,160,ATOKA,SPBR_L,7,685000,608000,5395,6372,6947,8013,8284,8885.27,9697,10002,10123,10248.87,10332,10462.07,10600.19,10648.55,13,10004,10297,FLUD,SAND,?,BRKR,20/40,30.492
B,MIDLAND,2011,31.70621,-101.92425,80,80,STRAWN,WFMP,1,693800,410700,6561.68,7428.88,8044.11,9005.07,9360.46,9707.64,10426.9,10731.2,10901.46,10901.66,11122.98,11741.25,11894.13,11943.38,2,9190,10780,X-LINKGEL,SANDRCSD,?,XLNK,20/40,8.604
F,GLASSCOCK,2011,31.72394,-101.53538,'Over 160','Over 160',STRAWN,SPBR_U,7,789000,581000,5066,6115,6682,7787,8065,8361.42,9504,9839,9954,10057.97,10129,10271.72,10373,10418,14,9634,9911,FLUD,SAND,?,BRKR,20/40,29.108
D,GLASSCOCK,2011,31.8386,-101.54503,40,80,SIL_DEV,WFMP,8,609263,809200,5511.06,6051.29,6569.1,7645.39,8037.41,8222.57,9484.04,9800.3,9942.01,10024.26,10105.66,10211.48,10325.78,10374.78,8,10143,10387,X-LINKGEL,SAND,?,?,?,26.818932
A,MIDLAND,2011,31.87439,-102.00925,160,'Sub 20',ATOKA,SPBR_L,1,866400,781200,6801.81,7677.26,8240.6,9252.34,9584.99,9969.05,10374.06,10681.92,10861.58,10923.61,11143.04,11607.48,11805.55,11909.45,1,8550,11386,FLUD,SAND,?,?,?,74.232
A,MIDLAND,2011,31.75734,-102.14178,160,40,STRAWN,SPBR_U,1,830181,1314264,6999.89,7889.74,8437.63,9292.1,9725.35,9746.39,10225.66,10391.58,10621.54,10902.43,11054.8,11543.47,11760.63,11863.16,1,7950,10420,FLUD,SAND,?,?,?,84.592
D,MIDLAND,2011,31.96047,-101.78676,80,40,WFMP,CLFK,1,774294,821688,5918,6955,7485,8451,8715,9100,9854,10220,10321.61,10318.01,10340.63,10614.29,10925.35,10986.49,1,6796,10102,X-LINKGEL,SAND,?,?,?,46.928
